chromosome,probe_id_id,n_patients_with_probe
chr11,cg14801518,8894
chr11,cg14814536,8895
chr11,cg14818960,8895
chr11,cg14839905,8894
chr11,cg14872731,8895
chr11,cg14890224,8895
chr11,cg14895961,8894
chr11,cg14906390,8894
chr11,cg14931586,8894
chr11,cg14933485,8894
chr11,cg14953580,8894
chr11,cg15003737,8895
chr11,cg15020425,8895
chr11,cg15028899,8894
chr11,cg15032490,8895
chr11,cg15119027,8895
chr11,cg15135914,8895
chr11,cg15140465,8895
chr11,cg15143809,8895
chr11,cg15144888,8894
chr11,cg15155441,8894
chr11,cg15168000,8895
chr11,cg15168906,8895
chr11,cg15190354,8895
chr11,cg15223157,8875
chr11,cg15233880,8805
chr11,cg15264725,8895
chr11,cg15270353,8895
chr11,cg15286618,8894
chr11,cg15302350,8895
chr11,cg15307285,8886
chr11,cg15309028,8893
chr11,cg15320059,8895
chr11,cg15330584,8894
chr11,cg15349474,8894
chr11,cg15350899,8895
chr11,cg15355388,8895
chr11,cg15356966,8895
chr11,cg15370815,8895
chr11,cg15371541,8894
chr11,cg15380657,8894
chr11,cg15385197,8894
chr11,cg15393937,8895
chr11,cg15414828,8895
chr11,cg15448495,8895
chr11,cg15457506,8895
chr11,cg15504467,8895
chr11,cg15508379,8895
chr11,cg15521790,8894
chr11,cg15534272,8895
chr11,cg15554555,8895
chr11,cg15554682,8894
chr11,cg15555017,8895
chr11,cg15564240,8895
chr11,cg15643574,8870
chr11,cg15657206,8894
chr11,cg15663092,8895
chr11,cg15679144,8894
chr11,cg15690696,8893
chr11,cg15693573,8894
chr11,cg15750611,8895
chr11,cg15756407,8895
chr11,cg15763258,8895
chr11,cg15784784,8895
chr11,cg15813673,8895
chr11,cg15829423,8893
chr11,cg15846643,8894
chr11,cg15894431,8895
chr11,cg15917625,8895
chr11,cg15937861,8895
chr11,cg15946251,8893
chr11,cg15954335,8894
chr11,cg15999356,8894
chr11,cg16012690,8895
chr11,cg16024530,8895
chr11,cg16094884,8895
chr11,cg16096796,8895
chr11,cg16106770,8895
chr11,cg16130454,8895
chr11,cg16130802,8895
chr11,cg16133943,8895
chr11,cg16139011,8895
chr11,cg16148674,8895
chr11,cg16192052,8895
chr11,cg16204216,8895
chr11,cg16229772,8895
chr11,cg16246188,8895
chr11,cg16248618,8894
chr11,cg16256065,8895
chr11,cg16265078,8895
chr11,cg16273041,8893
chr11,cg16276153,8895
chr11,cg16294566,8894
chr11,cg16309325,8895
chr11,cg16332631,8892
chr11,cg16352276,7374
chr11,cg16376036,8894
chr11,cg16384885,8895
chr11,cg16409259,8895
chr11,cg16414472,8895
chr11,cg16415340,8894
chr11,cg16416793,8893
chr11,cg16439555,8895
chr11,cg16462297,8895
chr11,cg16501572,8895
chr11,cg16509158,8895
chr11,cg16527794,8895
chr11,cg16530787,8890
chr11,cg16539346,8769
chr11,cg16581884,8894
chr11,cg16633848,8894
chr11,cg16687450,8890
chr11,cg16688583,8894
chr11,cg16693212,8831
chr11,cg16705383,8895
chr11,cg16711165,8895
chr11,cg16719268,8893
chr11,cg16744438,8892
chr11,cg16757423,8895
chr11,cg16788234,8895
chr11,cg16792002,8881
chr11,cg16792062,8893
chr11,cg16797656,8895
chr11,cg16837326,8894
chr11,cg16872795,8895
chr11,cg16878676,8895
chr11,cg16915821,8895
chr11,cg16929187,8893
chr11,cg16969182,8895
chr11,cg16971827,8895
chr11,cg16977706,8895
chr11,cg16980426,8895
chr11,cg17000714,8895
chr11,cg17001627,8895
chr11,cg17030562,8894
chr11,cg17037101,8894
chr11,cg17038667,8894
chr11,cg17039391,8894
chr11,cg17069473,8895
chr11,cg17079530,8886
chr11,cg17081955,8895
chr11,cg17083941,8895
chr11,cg17114932,8895
chr11,cg17176946,8895
chr11,cg17198658,8895
chr11,cg17202086,8895
chr11,cg17219038,8895
chr11,cg17239923,8895
chr11,cg17256234,8895
chr11,cg17260706,8895
chr11,cg17265994,8895
chr11,cg17300736,8891
chr11,cg17341965,8895
chr11,cg17342834,8895
chr11,cg17344149,8895
chr11,cg17363540,8895
chr11,cg17375396,8895
chr11,cg17390301,8894
chr11,cg17400609,8895
chr11,cg17408637,8895
chr11,cg17420659,8893
chr11,cg17434043,8894
chr11,cg17434309,8893
chr11,cg17446339,6276
chr11,cg17455688,8895
chr11,cg17462140,8895
chr11,cg17476271,8894
chr11,cg17479956,8895
chr11,cg17486860,8895
chr11,cg17489964,8894
chr11,cg17518710,8895
chr11,cg17540356,8895
chr11,cg17571335,8895
chr11,cg17586880,8895
chr11,cg17590805,8895
chr11,cg17630771,8895
chr11,cg17651317,8895
chr11,cg17665927,8895
chr11,cg17677413,8895
chr11,cg17709804,8895
chr11,cg17754876,8895
chr11,cg17818724,8895
chr11,cg17862113,8895
chr11,cg17959448,8893
chr11,cg17970341,8895
chr11,cg17971065,8895
chr11,cg17978903,8894
chr11,cg17989833,8895
chr11,cg17997463,8895
chr11,cg18031326,8895
chr11,cg18042593,8895
chr11,cg18060193,8895
chr11,cg18078696,8895
chr11,cg18087943,8892
chr11,cg18138426,8895
chr11,cg18142615,8894
chr11,cg18160691,8895
chr11,cg18163118,8894
chr11,cg18179289,8895
chr11,cg18210732,8894
chr11,cg18219522,8895
chr11,cg18222122,8895
chr11,cg18259092,8878
chr11,cg18268988,8895
chr11,cg18291331,8893
chr11,cg18309286,8895
chr11,cg18316498,8895
chr11,cg18387853,8895
chr11,cg18391757,8893
chr11,cg18440777,8895
chr11,cg18445438,8895
chr11,cg18494399,8895
chr11,cg18519694,8894
chr11,cg18531204,8895
chr11,cg18564041,8895
chr11,cg18565473,8895
chr11,cg18574463,8895
chr11,cg18577214,8894
chr11,cg18585107,8894
chr11,cg18705039,8895
chr11,cg18727239,8892
chr11,cg18728264,8895
chr11,cg18746451,8895
chr11,cg18759725,8895
chr11,cg18768414,8895
chr11,cg18773844,8895
chr11,cg18872604,8895
chr11,cg18890364,8895
chr11,cg18894028,8895
chr11,cg18905855,8893
chr11,cg18908524,8894
chr11,cg18925664,8895
chr11,cg18935453,8895
chr11,cg18947739,8895
chr11,cg18950778,8895
chr11,cg18979802,8895
chr11,cg18981946,8895
chr11,cg19002337,8894
chr11,cg19064601,8895
chr11,cg19074340,8894
chr11,cg19078236,8895
chr11,cg19112204,8894
chr11,cg19120782,8895
chr11,cg19126169,8894
chr11,cg19126300,8895
chr11,cg19126910,8895
chr11,cg19131227,8895
chr11,cg19137676,8895
chr11,cg19137748,8895
chr11,cg19148410,8895
chr11,cg19149140,8894
chr11,cg19154027,8894
chr11,cg19173440,8895
chr11,cg19204693,8895
chr11,cg19209049,8892
chr11,cg19211915,8894
chr11,cg19218057,8895
chr11,cg19246076,8895
chr11,cg19247588,8894
chr11,cg19272754,8895
chr11,cg19288979,8895
chr11,cg19296671,8887
chr11,cg19298498,8895
chr11,cg19325359,8818
chr11,cg19336497,8895
chr11,cg19344795,8895
chr11,cg19371526,8895
chr11,cg19376807,8894
chr11,cg19391515,8895
chr11,cg19418922,8895
chr11,cg19443075,8895
chr11,cg19469189,8891
chr11,cg19472759,8895
chr11,cg19482025,8895
chr11,cg19518383,8895
chr11,cg19537591,8894
chr11,cg19541147,8895
chr11,cg19546057,8894
chr11,cg19547141,8895
chr11,cg19551420,8894
chr11,cg19570244,8895
chr11,cg19642877,8895
chr11,cg19653967,8893
chr11,cg19737664,8891
chr11,cg19814100,8895
chr11,cg19831303,8895
chr11,cg19836431,8895
chr11,cg19844101,8895
chr11,cg19867649,8894
chr11,cg19892525,8895
chr11,cg19896824,8894
chr11,cg19897940,8895
chr11,cg19904522,8895
chr11,cg19949028,8895
chr11,cg19952555,8895
chr11,cg19964454,8895
chr11,cg19974445,8893
chr11,cg19979370,8895
chr11,cg19980593,8895
chr11,cg19988354,8895
chr11,cg20014822,8895
chr11,cg20015401,8895
chr11,cg20027050,8894
chr11,cg20029906,8895
chr11,cg20051530,8895
chr11,cg20068058,8894
chr11,cg20088847,8882
chr11,cg20093577,8895
chr11,cg20123649,8894
chr11,cg20131682,8895
chr11,cg20140034,8895
chr11,cg20147326,8895
chr11,cg20154865,8893
chr11,cg20155447,8895
chr11,cg20177315,8895
chr11,cg20189916,8895
chr11,cg20195046,8895
chr11,cg20204986,8895
chr11,cg20248691,8895
chr11,cg20270762,8895
chr11,cg20278269,8895
chr11,cg20281309,8895
chr11,cg20289688,8895
chr11,cg20310100,8743
chr11,cg20322837,8895
chr11,cg20337103,8895
chr11,cg20342375,8895
chr11,cg20344434,8895
chr11,cg20358655,8895
chr11,cg20374917,8895
chr11,cg20381020,8894
chr11,cg20384941,8895
chr11,cg20422242,8895
chr11,cg20436478,8895
chr11,cg20449659,8895
chr11,cg20457962,8894
chr11,cg20484625,8895
chr11,cg20492951,8890
chr11,cg20554100,8895
chr11,cg20555682,8895
chr11,cg20597820,8894
chr11,cg20621635,8895
chr11,cg20624538,8893
chr11,cg20662334,8873
chr11,cg20669266,8895
chr11,cg20699097,8894
chr11,cg20699960,8895
chr11,cg20720680,8895
chr11,cg20728696,8895
chr11,cg20766090,8895
chr11,cg20775162,8895
chr11,cg20780721,8894
chr11,cg20782778,8895
chr11,cg20803849,8895
chr11,cg20849025,8895
chr11,cg20865656,8895
chr11,cg20887061,8894
chr11,cg20887442,8895
chr11,cg20892743,8893
chr11,cg20892990,8895
chr11,cg20903764,8895
chr11,cg20930290,8895
chr11,cg20944133,8895
chr11,cg20950301,8895
chr11,cg20973347,8894
chr11,cg20973735,8892
chr11,cg20981182,8895
chr11,cg20989480,8895
chr11,cg20989729,8895
chr11,cg20992180,8895
chr11,cg20994083,8895
chr11,cg21001412,8895
chr11,cg21009935,8895
chr11,cg21052656,8895
chr11,cg21052682,8895
chr11,cg21061731,8884
chr11,cg21105319,8894
chr11,cg21163960,8895
chr11,cg21198219,8895
chr11,cg21204804,8895
chr11,cg21283867,8894
chr11,cg21460402,8894
chr11,cg21468385,8895
chr11,cg21502154,8622
chr11,cg21532432,8895
chr11,cg21548155,8895
chr11,cg21555099,8894
chr11,cg21563192,8895
chr11,cg21566548,8895
chr11,cg21585162,8873
chr11,cg21611682,8895
chr11,cg21617357,8895
chr11,cg21620540,8895
chr11,cg21628794,8895
chr11,cg21638323,8894
chr11,cg21650086,8895
chr11,cg21667878,8894
chr11,cg21681962,8895
chr11,cg21684681,8895
chr11,cg21690489,8895
chr11,cg21695395,8895
chr11,cg21728792,8895
chr11,cg21734168,8893
chr11,cg21741284,8856
chr11,cg21742931,8895
chr11,cg21747628,8881
chr11,cg21769619,8895
chr11,cg21784768,8895
chr11,cg21799346,8893
chr11,cg21806233,8895
chr11,cg21815083,8895
chr11,cg21818891,8893
chr11,cg21820873,8895
chr11,cg21875114,8895
chr11,cg21886959,8895
chr11,cg21894914,8895
chr11,cg21915672,8895
chr11,cg21923959,8895
chr11,cg21932380,8895
chr11,cg21941618,8895
chr11,cg21999471,8895
chr11,cg22031650,8895
chr11,cg22033281,8895
chr11,cg22040469,8895
chr11,cg22104427,8891
chr11,cg22111318,8895
chr11,cg22130673,8894
chr11,cg22174486,8895
chr11,cg22197824,8895
chr11,cg22207602,8895
chr11,cg22225943,8895
chr11,cg22231719,8895
chr11,cg22235873,8895
chr11,cg22264616,8895
chr11,cg22276271,8894
chr11,cg22287492,8895
chr11,cg22299741,8895
chr11,cg22344611,8253
chr11,cg22354363,8895
chr11,cg22364435,8895
chr11,cg22376822,8895
chr11,cg22387998,8895
chr11,cg22390023,8895
chr11,cg22414151,8892
chr11,cg22527280,8895
chr11,cg22637890,8895
chr11,cg22653976,8895
chr11,cg22678707,8895
chr11,cg22703975,8884
chr11,cg22713192,8895
chr11,cg22718071,8894
chr11,cg22733687,8894
chr11,cg22740006,8895
chr11,cg22750001,8895
chr11,cg22756951,8895
chr11,cg22768358,8895
chr11,cg22776369,8801
chr11,cg22776767,8895
chr11,cg22788485,8893
chr11,cg22799110,8895
chr11,cg22831978,8895
chr11,cg22837512,8895
chr11,cg22854538,8895
chr11,cg22865058,8895
chr11,cg22897141,8877
chr11,cg22902089,8895
chr11,cg22906113,8895
chr11,cg22926931,8894
chr11,cg22932993,8894
chr11,cg22934516,8873
chr11,cg22974467,8894
chr11,cg23022313,8895
chr11,cg23030069,8890
chr11,cg23038824,8895
chr11,cg23162201,8891
chr11,cg23162647,8895
chr11,cg23167906,8895
chr11,cg23203302,8895
chr11,cg23222197,8892
chr11,cg23225147,8895
chr11,cg23239078,8895
chr11,cg23256899,8895
chr11,cg23264547,8894
chr11,cg23272098,8895
chr11,cg23275463,8810
chr11,cg23288807,8894
chr11,cg23302316,8894
chr11,cg23321714,8895
chr11,cg23383483,8891
chr11,cg23389069,8893
chr11,cg23419490,8895
chr11,cg23478124,8895
chr11,cg23501962,8895
chr11,cg23511374,8895
chr11,cg23514374,8894
chr11,cg23531640,8895
chr11,cg23565749,8894
chr11,cg23570433,8895
chr11,cg23614125,8881
chr11,cg23615959,8895
chr11,cg23618595,8895
chr11,cg23692589,8894
chr11,cg23715559,8895
chr11,cg23722102,8895
chr11,cg23723775,8895
chr11,cg23730260,8862
chr11,cg23748172,8894
chr11,cg23753457,8895
chr11,cg23774988,8719
chr11,cg23779993,8895
chr11,cg23795893,8773
chr11,cg23854488,8895
chr11,cg23866687,8848
chr11,cg23898175,8895
chr11,cg23904595,8895
chr11,cg23905216,8895
chr11,cg23908698,8895
chr11,cg23912098,8692
chr11,cg23921304,8709
chr11,cg23938496,8895
chr11,cg23952952,8895
chr11,cg23964057,8895
chr11,cg23972551,8895
chr11,cg23975712,8895
chr11,cg24020398,8895
chr11,cg24030675,8894
chr11,cg24040155,8895
chr11,cg24047810,8895
chr11,cg24049888,8895
chr11,cg24051242,8895
chr11,cg24065451,8895
chr11,cg24075175,8895
chr11,cg24088496,8894
chr11,cg24089521,8895
chr11,cg24107988,8894
chr11,cg24109739,8894
chr11,cg24117723,8895
chr11,cg24171239,8895
chr11,cg24183187,8895
chr11,cg24183324,8895
chr11,cg24190415,8895
chr11,cg24194650,8895
chr11,cg24197212,8895
chr11,cg24198009,8895
chr11,cg24199112,8894
chr11,cg24200175,8895
chr11,cg24203315,8895
chr11,cg24208426,8895
chr11,cg24218077,8895
chr11,cg24222440,8895
chr11,cg24223075,8895
chr11,cg24252148,8895
chr11,cg24258806,8895
chr11,cg24264674,8895
chr11,cg24304210,8895
chr11,cg24313640,8893
chr11,cg24325551,8895
chr11,cg24359323,8895
chr11,cg24366657,8895
chr11,cg24370475,8895
chr11,cg24380380,8895
chr11,cg24387864,8893
chr11,cg24415278,8894
chr11,cg24419164,8895
chr11,cg24420680,8894
chr11,cg24431667,8895
chr11,cg24439505,8895
chr11,cg24452821,8895
chr11,cg24454109,8895
chr11,cg24528604,8854
chr11,cg24536703,8869
chr11,cg24538967,8895
chr11,cg24543696,8895
chr11,cg24545466,8842
chr11,cg24566217,8862
chr11,cg24568245,8888
chr11,cg24576787,8894
chr11,cg24631920,8895
chr11,cg24634422,8895
chr11,cg24644201,8895
chr11,cg24662154,8877
chr11,cg24662823,8895
chr11,cg24728180,8895
chr11,cg24768002,8895
chr11,cg24773676,8895
chr11,cg24781163,8895
chr11,cg24795627,8895
chr11,cg24796554,8895
chr11,cg24803138,8895
chr11,cg24825027,8895
chr11,cg24847169,8895
chr11,cg24882097,8895
chr11,cg24884542,8895
chr11,cg24917382,8895
chr11,cg24921031,8895
chr11,cg24923219,8893
chr11,cg24940248,8895
chr11,cg24944109,8782
chr11,cg24951593,8895
chr11,cg24985525,8895
chr11,cg25009965,8758
chr11,cg25016127,8895
chr11,cg25027522,8895
chr11,cg25044834,8895
chr11,cg25048701,8894
chr11,cg25056770,8895
chr11,cg25064146,8894
chr11,cg25068347,8895
chr11,cg25103007,8894
chr11,cg25120630,8892
chr11,cg25131247,8878
chr11,cg25135654,8895
chr11,cg25166820,8894
chr11,cg25179830,8895
chr11,cg25222252,8895
chr11,cg25230151,8895
chr11,cg25235159,8895
chr11,cg25242756,8892
chr11,cg25244476,8895
chr11,cg25267808,8646
chr11,cg25328154,8895
chr11,cg25338623,8893
chr11,cg25346915,8894
chr11,cg25366155,8895
chr11,cg25380755,8895
chr11,cg25393429,8895
chr11,cg25395653,8871
chr11,cg25400013,8894
chr11,cg25407972,8894
chr11,cg25435338,8895
chr11,cg25437531,8888
chr11,cg25460059,8895
chr11,cg25475999,8895
chr11,cg25483596,8895
chr11,cg25502267,8895
chr11,cg25508319,8895
chr11,cg25533556,8895
chr11,cg25577489,8895
chr11,cg25578781,8893
chr11,cg25586361,8895
chr11,cg25607177,8895
chr11,cg25611369,8895
chr11,cg25626312,8895
chr11,cg25728723,8895
chr11,cg25734789,8895
chr11,cg25739366,8895
chr11,cg25740661,8895
chr11,cg25742037,8894
chr11,cg25744613,8895
chr11,cg25759507,8895
chr11,cg25763864,8894
chr11,cg25770702,8895
chr11,cg25781963,8895
chr11,cg25800926,8895
chr11,cg25810379,8894
chr11,cg25854760,8895
chr11,cg25890936,8895
chr11,cg25915838,8895
chr11,cg25918541,8895
chr11,cg25920207,8895
chr11,cg25932566,8895
chr11,cg25961618,8895
chr11,cg25963429,8895
chr11,cg25984791,8895
chr11,cg25986727,8895
chr11,cg25989057,8895
chr11,cg25996571,8882
chr11,cg26034658,8894
chr11,cg26074088,8895
chr11,cg26091247,8895
chr11,cg26098650,8895
chr11,cg26108683,8892
chr11,cg26114884,8895
chr11,cg26121782,8895
chr11,cg26157031,8895
chr11,cg26166595,8894
chr11,cg26232818,8895
chr11,cg26235273,8895
chr11,cg26242302,8895
chr11,cg26250609,8895
chr11,cg26309566,8895
chr11,cg26328687,8895
chr11,cg26340740,8894
chr11,cg26393837,8895
chr11,cg26399164,8895
chr11,cg26401390,8895
chr11,cg26404422,8894
chr11,cg26410450,8895
chr11,cg26422472,8895
chr11,cg26446832,8894
chr11,cg26457823,8895
chr11,cg26467269,8895
chr11,cg26480739,8894
chr11,cg26492847,8895
chr11,cg26503877,8895
chr11,cg26517849,8895
chr11,cg26525861,8895
chr11,cg26541003,8895
chr11,cg26559804,8894
chr11,cg26608694,8895
chr11,cg26625290,8895
chr11,cg26632909,8895
chr11,cg26635576,8895
chr11,cg26681211,8895
chr11,cg26681847,8895
chr11,cg26705960,8895
chr11,cg26718354,8894
chr11,cg26719629,8895
chr11,cg26720427,8895
chr11,cg26745143,8895
chr11,cg26765567,8895
chr11,cg26772255,8895
chr11,cg26811705,8895
chr11,cg26848718,8895
chr11,cg26870803,8895
chr11,cg26878836,8895
chr11,cg26913576,8895
chr11,cg26915558,8895
chr11,cg26928125,8895
chr11,cg26932552,8895
chr11,cg26976390,8890
chr11,cg26985666,8894
chr11,cg26986443,8895
chr11,cg26986841,8895
chr11,cg26996201,8895
chr11,cg27002185,8891
chr11,cg27002325,8895
chr11,cg27019929,8895
chr11,cg27021553,8895
chr11,cg27028555,8895
chr11,cg27032427,8895
chr11,cg27049096,8894
chr11,cg27062514,8893
chr11,cg27066296,8895
chr11,cg27073809,8894
chr11,cg27078890,8895
chr11,cg27094848,8895
chr11,cg27101654,8893
chr11,cg27113009,8894
chr11,cg27121959,8895
chr11,cg27155168,8895
chr11,cg27163061,8895
chr11,cg27175332,8895
chr11,cg27198338,8895
chr11,cg27205688,8895
chr11,cg27236490,8895
chr11,cg27256934,8895
chr11,cg27258272,8894
chr11,cg27263998,8889
chr11,cg27268513,8895
chr11,cg27269899,8895
chr11,cg27292710,8895
chr11,cg27330757,8895
chr11,cg27331871,8895
chr11,cg27365485,8895
chr11,cg27376683,8895
chr11,cg27385729,8895
chr11,cg27395208,8895
chr11,cg27409910,8797
chr11,cg27426151,8895
chr11,cg27453365,8893
chr11,cg27457284,8895
chr11,cg27470087,8895
chr11,cg27471692,8895
chr11,cg27599391,8890
chr11,cg27616543,8895
chr11,cg27627854,8860
chr11,cg27642328,8895
chr11,cg27650678,8895
chr11,cg27654945,8895
chr11,ch.11.1416715R,8894
chr11,ch.11.150171F,8595
chr11,ch.11.150762R,8750
chr11,ch.11.152092R,8894
chr11,ch.11.1543446R,8895
chr11,ch.11.1834293R,8875
chr11,ch.11.2007778R,8880
chr11,ch.11.2451667R,8895
chr11,ch.11.2495959R,8817
chr11,ch.11.2683828R,8893
chr11,ch.11.94541071R,8853
chr11,cg07149785,8895
chr11,cg10329874,8895
chr11,cg15974867,8895
chr11,cg17980625,8895
chr12,cg00001793,8782
chr12,cg00004979,8895
chr12,cg00011350,8895
chr12,cg00021166,8895
chr12,cg00035453,8847
chr12,cg00046744,8895
chr12,cg00056489,8862
chr12,cg00056578,8895
chr12,cg00059246,8895
chr12,cg00079216,8895
chr12,cg00089214,8895
chr12,cg00144022,8895
chr12,cg00155052,8888
chr12,cg00169184,8895
chr12,cg00211110,8895
chr12,cg00231239,8895
chr12,cg00254608,8895
chr12,cg00257296,8895
chr12,cg00264799,8895
chr12,cg00265212,8895
chr12,cg00293303,8895
chr12,cg00318865,10978
chr12,cg00329618,8891
chr12,cg00336669,8895
chr12,cg00347620,8895
chr12,cg00357671,8895
chr12,cg00386008,8894
chr12,cg00417288,8894
chr12,cg00425708,8895
chr12,cg00429477,8895
chr12,cg00464056,8895
chr12,cg00483526,8894
chr12,cg00483718,8895
chr12,cg00489988,8895
chr12,cg00499475,8895
chr12,cg00500522,8895
chr12,cg00513984,8895
chr12,cg00517511,8895
chr12,cg00522588,8894
chr12,cg00530564,8895
chr12,cg00584022,10979
chr12,cg00599273,8889
chr12,cg00605240,8894
chr12,cg00610577,8895
chr12,cg00630583,10979
chr12,cg00644554,8895
chr12,cg00662646,8895
chr12,cg00663584,8895
chr12,cg00707814,8895
chr12,cg00718452,8895
chr12,cg00753337,8895
chr12,cg00765705,8894
chr12,cg00791253,8894
chr12,cg00796424,8894
chr12,cg00799539,8895
chr12,cg00813509,8895
chr12,cg00814733,8894
chr12,cg00824109,10979
chr12,cg00827173,8895
chr12,cg00829406,8893
chr12,cg00853733,8895
chr12,cg00865774,8114
chr12,cg00867626,8895
chr12,cg00874320,8895
chr12,cg00887700,10979
chr12,cg00888007,10979
chr12,cg00907267,8895
chr12,cg00909275,8895
chr12,cg00992846,8895
chr12,cg01008117,8895
chr12,cg01029623,8895
chr12,cg01054110,8895
chr12,cg01061590,8893
chr12,cg01063813,10965
chr12,cg01068259,8895
chr12,cg01078446,8895
chr12,cg01088404,8894
chr12,cg01093801,8895
chr12,cg01093885,8895
chr12,cg01098785,8885
chr12,cg01101020,8894
chr12,cg01103590,8893
chr12,cg01110312,10968
chr12,cg01154721,8895
chr12,cg01178113,8894
chr12,cg01183821,8894
chr12,cg01202278,8894
chr12,cg01214587,8894
chr12,cg01217745,8684
chr12,cg01226315,8895
chr12,cg01255349,10976
chr12,cg01264332,8895
chr12,cg01269191,8895
chr12,cg01291404,10937
chr12,cg01298374,8705
chr12,cg01298912,8895
chr12,cg01305421,10978
chr12,cg01307526,8895
chr12,cg01311693,8895
chr12,cg01313387,8895
chr12,cg01341572,8894
chr12,cg01353809,8895
chr12,cg01356824,8895
chr12,cg01357263,10979
chr12,cg01386425,8895
chr12,cg01394199,8895
chr12,cg01400924,8895
chr12,cg01400952,8894
chr12,cg01408363,8895
chr12,cg01446895,8895
chr12,cg01485790,8895
chr12,cg01493758,8894
chr12,cg01501309,8895
chr12,cg01515559,8895
chr12,cg01517968,8895
chr12,cg01522430,8895
chr12,cg01574823,8895
chr12,cg01577751,8895
chr12,cg01589998,8895
chr12,cg01598741,8891
chr12,cg01606460,8894
chr12,cg01612883,8894
chr12,cg01616489,8895
chr12,cg01620165,8895
chr12,cg01622344,8895
chr12,cg01623627,8888
chr12,cg01640991,8892
chr12,cg01663440,8895
chr12,cg01689616,8895
chr12,cg01702431,8654
chr12,cg01731341,10969
chr12,cg01741038,8895
chr12,cg01745510,10978
chr12,cg01751433,8895
chr12,cg01756730,8895
chr12,cg01779747,8895
chr12,cg01797036,8894
chr12,cg01812927,8895
chr12,cg01829662,8895
chr12,cg01831767,8894
chr12,cg01838853,8895
chr12,cg01842741,8895
chr12,cg01842837,8895
chr12,cg01856985,10978
chr12,cg01882179,10977
chr12,cg01904007,8895
chr12,cg01906695,8895
chr12,cg01915196,8895
chr12,cg01929770,8894
chr12,cg01931958,8895
chr12,cg01939597,10979
chr12,cg01940102,8894
chr12,cg01941585,8895
chr12,cg01984511,8895
chr12,cg01988827,8895
chr12,cg02011639,8854
chr12,cg02033206,8895
chr12,cg02040088,8895
chr12,cg02042904,8829
chr12,cg02053964,8895
chr12,cg02055889,8859
chr12,cg02101884,8895
chr12,cg02123091,8891
chr12,cg02131399,10979
chr12,cg02138198,8895
chr12,cg02148800,8895
chr12,cg02149193,8893
chr12,cg02227969,8895
chr12,cg02246645,8895
chr12,cg02298094,8895
chr12,cg02323277,8895
chr12,cg02336762,8895
chr12,cg02337568,8895
chr12,cg02340915,8895
chr12,cg02341605,8895
